Hotel_Name,Hotel_Address,Average_Score,lat,lng,location,country,address
United Lodge Hotel and Apartments,368 370 Green Lanes London N4 1DA United Kingdom,7.5,51.5743549,-0.0977567,London,United Kingdom,"Green Lanes, Brownswood Park, Stoke Newington, London Borough of Hackney, London, Greater London, England, N4 2EX, United Kingdom"
H tel Le Walt,37 Avenue De La Motte Picquet 7th arr 75007 Paris France,8.8,48.8547161,2.306642,Paris,France,"37, Avenue De La Motte-Picquet, Gros Caillou, Paris, Paris, 75007, France"
H tel Le Royal Monceau Raffles Paris,37 Avenue Hoche 8th arr 75008 Paris France,9.3,48.8756359,2.3004967,Paris,France,"37, Avenue Hoche, Faubourg du Roule, Paris, Paris, 75008, France"
Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,8.5,51.4911924,-0.1449474,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Nottingham Place Hotel,37 Nottingham Place Westminster Borough London W1U 5LT United Kingdom,8.2,51.522143,-0.153385,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Hotel Claridge Paris,37 rue Fran ois 1er 8th arr 75008 Paris France,8.1,48.8684243,2.3036244,Paris,France,"37, Rue François Ier, Champs-Elysees, Paris, Paris, 75008, France"
Strand Palace Hotel,372 Strand Westminster Borough London WC2R 0JJ United Kingdom,8.1,51.5110993,-0.1208673,London,United Kingdom,"Strand, St Clement Danes, Holborn, Islington, London, Greater London, England, WC2R 1DH, United Kingdom"
H tel L Echiquier Op ra Paris MGallery by Sofitel,38 rue de l Echiquier 10th arr 75010 Paris France,9.1,48.8719889,2.3492913,Paris,France,"38, Rue De Lancry, Porte Saint-Martin, Paris, Paris, 75010, France"
H tel De Castiglione,38 Rue Du Faubourg Saint Honore 8th arr 75008 Paris France,7.2,48.8691758,2.3205807,Paris,France,"38, Rue Du Faubourg Poissonnière, Porte Saint-Denis, Paris, Paris, 75010, France"
Hilton London Olympia,380 Kensington High Street Kensington and Chelsea London W14 8NL United Kingdom,7.4,51.4967399,-0.2064723,London,United Kingdom,"Hilton London Olympia, 380, Kensington High Street, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom"
Grange Buckingham Hotel,39 40 Bedford Place Bloomsbury Camden London WC1B 5JT United Kingdom,8.5,51.5196124,-0.1239628,London,United Kingdom,"Bedford Place, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 4HP, United Kingdom"
The Cleveland,39 40 Cleveland Square Westminster Borough London W2 6DA United Kingdom,8.2,51.5139692,-0.1828202,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Dorset Square Hotel,39 40 Dorset Square Hotel Westminster Borough London NW1 6QN United Kingdom,9.0,51.5226361,-0.1602871,London,United Kingdom,"39-40, Dorset Square, Lisson Grove, London, Greater London, NW1 5AL, United Kingdom"
Edouard 7 Paris Op ra,39 Avenue de l Op ra 2nd arr 75002 Paris France,9.1,48.8683133,2.3330851,Paris,France,"39, Avenue De l'Opéra, Gaillon, Paris, Paris, 75002, France"
Renaissance Paris Arc de Triomphe Hotel,39 Avenue de Wagram 17th arr 75017 Paris France,8.4,48.8772093,2.2968266,Paris,France,"39, Avenue De Wagram, Ternes, Paris, Paris, 75017, France"
Rubens At The Palace,39 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,8.7,51.4981471,-0.1436492,London,United Kingdom,"39-41, Buckingham Palace Road, Victoria, London, Greater London, SW1W 0PS, United Kingdom"
every hotel Piccadilly,39 Coventry Street Westminster Borough London W1D 6BZ United Kingdom,8.8,51.5101462,-0.1315061,London,United Kingdom,"39, Coventry Street, Charing Cross, London, Greater London, W1D 6BY, United Kingdom"
Millennium Gloucester Hotel London,4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH United Kingdom,7.8,51.4935083,-0.1834346,London,United Kingdom,"Millennium Gloucester Hotel & Conference Centre, 4-18, Harrington Gardens, The Boltons, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4LH, United Kingdom"
Novotel Suites Paris Expo Porte de Versailles,4 Boulevard Brune 14th arr 75014 Paris France,8.8,48.827388,2.305478,Paris,France,"4, Boulevard Brune, Plaisance, Paris, Paris, 75014, France"
K K H tel Cayr Saint Germain des Pr s,4 Boulevard Raspail 7th arr 75007 Paris France,8.4,48.8553117,2.3254628,Paris,France,"4, Boulevard Raspail, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
Fielding Hotel,4 Broad Court Bow Street Covent Garden Westminster Borough London WC2B 5QZ United Kingdom,8.7,51.5139315,-0.1219893,London,United Kingdom,"4, Broad Court, Covent Garden, London, Greater London, WC2B 5QZ, United Kingdom"
DoubleTree by Hilton Hotel London Marble Arch,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,8.1,51.514573,-0.15666,London,United Kingdom,"4, Bryanston Street, Marylebone, London, Greater London, W1H 7BZ, United Kingdom"
Holiday Inn London West,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom,8.1,51.5210117,-0.2628618,London,United Kingdom,"London, Greater London, United Kingdom"
The Soho Hotel,4 Richmond Mews Westminster Borough London W1D 3DH United Kingdom,9.5,51.5139805,-0.1337948,London,United Kingdom,"4, Richmond Mews, Soho, London, Greater London, W1F 0TR, United Kingdom"
Le Grand H tel de Normandie,4 rue Amsterdam 9th arr 75009 Paris France,7.5,48.8759461,2.3270955,Paris,France,"Londres - Amsterdam, l'Europe, Paris, Paris, France"
Monsieur Cadet Hotel Spa Ex Meyerhold Spa ,4 rue Cadet 9th arr 75009 Paris France,8.7,48.8742767,2.3426276,Paris,France,"4, Rue Cadet, Faubourg Montmartre, Paris, Paris, 75009, France"
H tel de La Tamise Esprit de France,4 rue d Alger 1st arr 75001 Paris France,9.6,48.8648656,2.3295756,Saint-Germain-en-Laye,France,"4 D, Rue du Fer à Cheval, Saint-Germain-en-Laye, Saint-Germain-en-Laye, Yvelines, France"
Buddha Bar Hotel Paris,4 rue d Anjou 8th arr 75008 Paris France,8.8,48.8694695,2.3208564,Paris,France,"4, Rue De Duras, La Madeleine, Paris, Paris, 75008, France"
Le A,4 rue d Artois 8th arr 75008 Paris France,8.9,48.8723844,2.3088663,Paris,France,"4, Rue De Duras, La Madeleine, Paris, Paris, 75008, France"
Holiday Inn Paris Notre Dame,4 rue Danton 6th arr 75006 Paris France,8.3,48.8528427,2.3422256,Paris,France,"4, Rue Danton, La Monnaie, Paris, Paris, 75006, France"
Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France,8.1,48.8749511,2.3259532,Paris,France,"4, Rue De L' Olive, La Chapelle, Paris, Paris, 75018, France"
Maison Albar Hotel Paris Op ra Diamond,4 rue de la P pini re 8th arr 75008 Paris France,8.8,,,Paris,France,"4, Rue De La Pépinière, l'Europe, Paris, Paris, 75008, France"
Grand H tel Du Palais Royal,4 Rue De Valois 1st arr 75001 Paris France,9.2,48.8630829,2.3378592,Paris,France,"4, Rue De Valois, Palais Royal, Paris, Paris, 75001, France"
Best Western Aulivia Op ra,4 Rue des Petites Ecuries 10th arr 75010 Paris France,7.8,48.8730552,2.3540112,Paris,France,"4, Rue Des Petites Ecuries, Porte Saint-Denis, Paris, Paris, 75010, France"
Renaissance Paris Vendome Hotel,4 Rue Du Mont Thabor 1st arr 75001 Paris France,7.9,48.8654532,2.3295231,Épinay-sur-Seine,France,"4, Rue Du Mont, Épinay-sur-Seine, Épinay-sur-Seine, Seine-Saint-Denis, 93800, France"
Hotel Park Lane Paris,4 Rue La Boetie 8th arr 75008 Paris France,8.7,48.8745879,2.3188143,Paris,France,"4, Rue La Boétie, La Madeleine, Paris, Paris, 75008, France"
Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France,8.2,48.8675674,2.3539896,Paris,France,"4, Rue Salomon De Caus, Arts-et-Metiers, Paris, Paris, 75003, France"
Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France,8.5,48.8743885,2.2980915,Paris,France,"40, Avenue De Friedland, Faubourg du Roule, Paris, Paris, 75008, France"
Andaz London Liverpool Street,40 Liverpool Street City of London London EC2M 7QN United Kingdom,9.0,51.5172825,-0.0812451,City of London,United Kingdom,"Lady Abercorn's Pub and Kitchen, 40, Liverpool Street, Bishopsgate, City of London, Greater London, England, EC2M 7QN, United Kingdom"
Novotel London Canary Wharf,40 Marsh Wall Tower Hamlets London E14 9TP United Kingdom,9.0,51.5011704,-0.0232607,London,United Kingdom,"Novotel London Canary Wharf, 40, Marsh Wall, Canary Wharf, Isle of Dogs, London Borough of Tower Hamlets, London, Greater London, England, E14 9TP, United Kingdom"
H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,8.9,48.8585626,2.3299138,Paris,France,"40, Rue De Lille, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
H tel Concorde Montparnasse,40 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,7.9,48.8381079,2.318669,Paris,France,"40, Rue Du Commandant René Mouchotte, Plaisance, Paris, Paris, 75014, France"
Suites H tel Helzear Montparnasse,40 rue Liancourt 14th arr 75014 Paris France,8.1,48.8346811,2.3255098,Paris,France,"40, Rue Liancourt, Plaisance, Paris, Paris, 75014, France"
Renaissance Paris Republique Hotel Spa,40 Rue Rene Boulanger 10th arr 75010 Paris France,8.5,48.8687804,2.3610196,Paris,France,"40, Rue René Boulanger, Porte Saint-Martin, Paris, Paris, 75010, France"
citizenM Tower of London,40 trinity square City of London London EC3N 4DJ United Kingdom,9.1,51.510237,-0.0764428,London,United Kingdom,"Trinity Square, Fenchurch, London, Greater London, EC3N 4AJ, United Kingdom"
Chiswick Rooms,407 Goldhawk Rd Chiswick London W6 0SA United Kingdom,7.8,51.4937409,-0.244896,London,United Kingdom,"Goldhawk Road, London, Greater London, W12 9PE, United Kingdom"
Claridge s,41 43 Brook Street Westminster Borough London W1K 4HJ United Kingdom,9.3,51.5125035,-0.1477438,London,United Kingdom,"Brook Street, Mayfair, London, Greater London, W1K 5QF, United Kingdom"
La Suite West Hyde Park,41 51 Inverness Terrace Westminster Borough London W2 3JN United Kingdom,8.0,51.5126758,-0.1867828,London,United Kingdom,"51, Graham Terrace, Belgravia, London, Greater London, SW1W 8HN, United Kingdom"
St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,8.7,51.4986732,-0.1376867,London,United Kingdom,"Buckingham Gate, Victoria, London, Greater London, SW1E 6JP, United Kingdom"
Elys es R gencia,41 Avenue Marceau 16th arr 75016 Paris France,8.2,48.8686434,2.2984054,Paris,France,"41, Avenue Marceau, Chaillot, Paris, Paris, 75016, France"
H tel De Sers Champs Elys es Paris,41 Avenue Pierre 1er de Serbie 8th arr 75008 Paris France,8.5,48.8683593,2.3002117,Montrouge,France,"41, Avenue Pierre Brossolette, Montrouge, Montrouge, Hauts-de-Seine, 92120, France"
Hotel le Lapin Blanc,41 boulevard Saint Michel 5th arr 75005 Paris France,9.1,48.8491801,2.3423357,Paris,France,"41, Boulevard Saint-Michel, Sorbonne, Paris, Paris, 75005, France"
41,41 Buckingham Palace Road Westminster Borough London SW1W 0PS United Kingdom,9.6,51.4981471,-0.1436492,London,United Kingdom,"41, Buckingham Palace Road, Victoria, London, Greater London, SW1W 0PS, United Kingdom"
Shaftesbury Suites London Marble Arch,41 Great Cumberland Place Westminster Borough London W1H 7LG United Kingdom,8.1,51.515755,-0.1603335,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Grange Strathmore Hotel,41 Queens Gate Gardens Kensington and Chelsea London SW7 5NB United Kingdom,8.0,51.4958184,-0.1813958,London,United Kingdom,"41, Queen's Gate Gardens, South Kensington, London, Greater London, SW7 5NB, United Kingdom"
H tel R de Paris Boutique Hotel,41 rue de Clichy 9th arr 75009 Paris France,9.1,48.8799239,2.3288332,Paris,France,"41, Rue De Clichy, Saint-Georges, Paris, Paris, 75009, France"
Villa Panth on,41 Rue Des Ecoles 5th arr 75005 Paris France,8.1,48.8488044,2.3469889,Paris,France,"41, Rue Des Ecoles, Sorbonne, Paris, Paris, 75005, France"
Trinit Haussmann,41 rue Jean Baptiste Pigalle 9th arr 75009 Paris France,8.4,48.8800565,2.3342353,Paris,France,"41, Rue Jean-Baptiste Pigalle, Saint-Georges, Paris, Paris, 75009, France"
The RE London Shoreditch,419 437 Hackney Road London E2 8PP United Kingdom,7.8,51.531979,-0.061598,London,United Kingdom,"Mama Shelter, 419-437, Hackney Road, Bethnal Green, London Borough of Tower Hamlets, London, Greater London, England, E2 8PP, United Kingdom"
London City Suites,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,8.9,51.5206309,-0.0915341,City of London,United Kingdom,"London City Suites, 42-46, Chiswell Street, Barbican, London Borough of Islington, City of London, Greater London, England, EC1Y 4SB, United Kingdom"
H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001 Paris France,9.0,48.8644967,2.3405415,Paris,France,"42, Rue Croix Des Petits Champs, Des Halles, Paris, Paris, 75001, France"
Mercure Paris Opera Grands Boulevards,42 Rue Des Petites Ecuries 10th arr 75010 Paris France,8.0,48.8740668,2.3502172,Paris,France,"42, Rue Des Petites Ecuries, Porte Saint-Denis, Paris, Paris, 75010, France"
St George s Hotel Wembley,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,8.9,51.5553678,-0.2864945,London,United Kingdom,"St George's Hotel, 43-51, Wembley Hill Road, Wembley, London, Greater London, England, HA9 8AU, United Kingdom"
Hotel Le Saint Gregoire,43 Rue De l Abb Gr goire 6th arr 75006 Paris France,8.5,48.8471891,2.3260138,Paris,France,"43, Rue De l'Abbé Grégoire, Notre-Dame des Champs, Paris, Paris, 75006, France"
Le Mathurin Hotel Spa,43 Rue des Mathurins 8th arr 75008 Paris France,8.6,48.8732068,2.3239015,Paris,France,"43, Rue Des Mathurins, La Madeleine, Paris, Paris, 75008, France"
H tel Saint Paul Rive Gauche,43 rue Monsieur le Prince 6th arr 75006 Paris France,8.9,48.8496819,2.3402806,Paris,France,"43, Rue Monsieur Le Prince, l'Odeon, Paris, Paris, 75006, France"
The Justin James Hotel,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,8.3,51.4202661,-0.211268,London,United Kingdom,"Lu-Ma Cafe, 43, Worple Road, Wimbledon Village, London Borough of Merton, London, Greater London, England, SW19 4JZ, United Kingdom"
Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,7.8,51.510574,-0.1509951,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
H tel de Varenne,44 rue de Bourgogne 7th arr 75007 Paris France,8.7,48.8570275,2.3170282,Paris,France,"44, Rue De Bourgogne, Invalides, Paris, Paris, 75007, France"
A La Villa Madame,44 Rue Madame 6th arr 75006 Paris France,8.8,48.8488608,2.3315257,Paris,France,"44, Rue Madame, Notre-Dame des Champs, Paris, Paris, 75006, France"
The Curtain,45 Curtain Road Hackney London EC2A 4PJ United Kingdom,9.1,51.5237209,-0.0806178,London,United Kingdom,"The Curtain, 45, Curtain Road, Shoreditch, London Borough of Hackney, London, Greater London, England, EC2A 3PT, United Kingdom"
45 Park Lane Dorchester Collection,45 Park Lane Westminster Borough London W1K 1PN United Kingdom,9.4,51.5063709,-0.1515359,London,United Kingdom,"45, Park Lane, Mayfair, London, Greater London, W1K 1PN, United Kingdom"
Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,8.7,51.5115509,-0.0714919,London,United Kingdom,"45, Prescot Street, Whitechapel, London, Greater London, E1 8GP, United Kingdom"
Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,9.3,48.8777621,2.293177,Paris,France,"45t, Rue Des Acacias, Ternes, Paris, Paris, 75017, France"
St Martins Lane A Morgans Original,45 St Martin s Lane Westminster Borough London WC2N 4HX United Kingdom,9.0,51.5104696,-0.1265824,London,United Kingdom,"28, Martin Lane, Monument, London, Greater London, EC4R 0DR, United Kingdom"
H tel Barri re Le Fouquet s,46 Avenue George V 8th arr 75008 Paris France,9.0,48.8710709,2.3013119,Paris,France,"46, Avenue George V, Champs-Elysees, Paris, Paris, 75008, France"
Novotel London Blackfriars,46 Blackfriars Road Southwark London SE1 8NZ United Kingdom,8.7,51.5050165,-0.1049831,London,United Kingdom,"Novotel London Blackfriars, 46, Blackfriars Road, Bankside, Elephant and Castle, London Borough of Southwark, London, Greater London, England, SE1 8NZ, United Kingdom"
Hotel Villa Lafayette Paris IX,46 Rue De Tr vise 9th arr 75009 Paris France,8.8,48.8760884,2.3456465,Paris,France,"46b, Rue Claude Terrasse, d'Auteuil, Paris, Paris, 75016, France"
Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,8.9,51.5066991,-0.0280208,London,United Kingdom,"Canary Riverside Plaza Hotel, 46, Westferry Circus, Canary Wharf, Limehouse, London Borough of Tower Hamlets, London, Greater London, England, E14 8RS, United Kingdom"
The Marylebone Hotel,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,8.9,51.5180207,-0.1500567,London,United Kingdom,"47, Welbeck Street, Marylebone, London, Greater London, W1G 8EJ, United Kingdom"
L Empire Paris,48 Rue De L arbre Sec 1st arr 75001 Paris France,8.6,48.8607764,2.3427564,Noisy-le-Sec,France,"48, Rue De l'Avenir, Noisy-le-Sec, Noisy-le-Sec, Seine-Saint-Denis, 93130, France"
The Zetter Townhouse Clerkenwell,49 50 St John s Square Islington London EC1V 4JJ United Kingdom,9.1,51.5231564,-0.1035134,London,United Kingdom,"St John's Square, Clerkenwell Green, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1V 4JF, United Kingdom"
The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,7.6,51.5161286,-0.0624458,London,United Kingdom,"Whitechapel Hotel, 49 - 53, New Road, St. George in the East, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 1HH, United Kingdom"
Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116 Paris France,8.2,48.8691399,2.2981024,Paris,France,"49, Avenue Marceau, Chaillot, Paris, Paris, 75016, France"
St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,7.4,51.5182768,-0.1583511,London,United Kingdom,"49, Gloucester Place, Marylebone, London, Greater London, W1U 8JB, United Kingdom"
Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009 Paris France,8.1,48.8753359,2.3414617,Paris,France,"49, Rue La Fayette, Faubourg Montmartre, Paris, Paris, 75009, France"
Pershing Hall,49 rue Pierre Charron 8th arr 75008 Paris France,8.2,48.8691325,2.3021659,Paris,France,"49, Rue Pierre Charron, Champs-Elysees, Paris, Paris, 75008, France"
The Premier Notting Hill,5 7 Princes Square Kensington and Chelsea London W2 4NP United Kingdom,7.3,51.5127453,-0.1926437,London,United Kingdom,"5-7, Prince's Square, Bayswater, London, Greater London, W2 4NP, United Kingdom"
H tel Pont Royal,5 7 Rue De Montalembert 7th arr 75007 Paris France,8.6,48.8565629,2.3273623,Paris,France,"7, Rue Montalembert, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
Le G n ral H tel,5 7 rue Rampon 11th arr 75011 Paris France,9.1,48.8662695,2.3668616,Paris,France,"7, Rue Rampon, Folie-Mericourt, Paris, Paris, 75011, France"
H tel Th r se,5 7 Rue Th r se 1st arr 75001 Paris France,9.0,48.8816306,2.2992146,Saint-Prix,France,"7, Rue Robert Thomas, Saint-Prix, Saint-Leu-la-Forêt, Val-d'Oise, 95390, France"
Best Western Premier Trocadero La Tour,5 bis rue Massenet 16th arr 75016 Paris France,8.0,48.8583127,2.2795075,Paris,France,"5 bis, Avenue d'Italie, Maison Blanche, Paris, Paris, 75013, France"
Holiday Inn London Whitechapel,5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,8.5,51.5154006,-0.0572364,London,United Kingdom,"Holiday Inn London - Whitechapel, 5, Cavell Street, St. George in the East, Shadwell, London Borough of Tower Hamlets, London, Greater London, England, E1 2BP, United Kingdom"
Washington Mayfair Hotel,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,7.9,51.5060237,-0.151078,London,United Kingdom,"5, Curzon Street, Mayfair, London, Greater London, W1J 5HA, United Kingdom"
Radisson Blu Edwardian New Providence Wharf,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom,9.0,51.5065578,-0.004514,London,United Kingdom,"5, Fairmont Avenue, Blackwall, London, Greater London, E14 9PQ, United Kingdom"
Hilton London Tower Bridge,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,8.7,51.504575,-0.082675,London,United Kingdom,"5, More London Place, Borough, London, Greater London, SE1 2AT, United Kingdom"
Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,8.9,51.5611271,-0.2787261,London,United Kingdom,"Olympic Way, London Borough of Brent, London, Greater London, England, HA9 0WS, United Kingdom"
Le Relais M dicis,5 place de l Od on 6th arr 75006 Paris France,8.3,48.8497618,2.3392336,Paris,France,"Université de Paris UFR Odontologie - Faculté de chirurgie dentaire, 5, Rue Garancière, l'Odeon, Paris, Paris, France"
Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017 Paris France,8.8,48.8801757,2.2859534,Paris,France,"5, Rue Belidor, Ternes, Paris, Paris, 75017, France"
Warwick Paris Former Warwick Champs Elysees ,5 rue de Berri 8th arr 75008 Paris France,8.1,48.8722019,2.3030866,Paris,France,"5, Rue De Berri, Faubourg du Roule, Paris, Paris, 75008, France"
Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002 Paris France,8.9,48.8688155,2.3305236,Paris,France,"5, Rue De La Paix, Gaillon, Paris, Paris, 75002, France"
My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France,9.1,48.8636049,2.3688352,Paris,France,"5, Rue De Malte, Folie-Mericourt, Paris, Paris, 75011, France"
Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009 Paris France,7.5,48.8729639,2.3444899,Paris,France,"5, Rue De Montyon, Faubourg Montmartre, Paris, Paris, 75009, France"
Best Western Plus Elys e Secret,5 rue de Ponthieu 8th arr 75008 Paris France,7.7,48.8701247,2.311141,Paris,France,"5, Rue De Ponthieu, Faubourg du Roule, Paris, Paris, 75008, France"
Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003 Paris France,8.1,48.8589516,2.3670407,Paris,France,"5, Rue Des Arquebusiers, Archives, Paris, Paris, 75003, France"
H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,8.6,48.8684776,2.3298238,Saint-Ouen-l'Aumône,France,"5, Rue Des Capucines, Saint-Ouen-l'Aumône, Saint-Ouen-l'Aumône, Val-d'Oise, 95310, France"
Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France,7.9,48.8758981,2.3590504,Paris,France,"8, Rue Du Terrage, l'Hopital Saint-Louis, Paris, Paris, 75010, France"
Le Cinq Codet,5 rue Louis Codet 7th arr 75007 Paris France,9.0,48.8547869,2.3084819,Paris,France,"5, Rue Louis Codet, Gros Caillou, Paris, Paris, 75007, France"
La Maison Favart,5 Rue Marivaux 2nd arr 75002 Paris France,9.2,48.870808,2.3372737,Paris,France,"5, Rue De Marivaux, Vivienne, Paris, Paris, 75002, France"
Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,8.8,48.8645309,2.3315532,Paris,France,"5, Rue Saint-Roch, Place Vendome, Paris, Paris, 75001, France"
Threadneedles Autograph Collection,5 Threadneedle Street City of London London EC2R 8AY United Kingdom,8.8,51.5140208,-0.0854919,City of London,United Kingdom,"Threadneedles Hotel, 5, Threadneedle Street, Cornhill, City of London, Greater London, England, EC2R 8AY, United Kingdom"
Sanderson A Morgans Hotel,50 Berners Street Westminster Borough London W1T 3NG United Kingdom,9.0,51.5174853,-0.1372109,London,United Kingdom,"50, Berners Street, Fitzrovia, London, Greater London, W1T 3HD, United Kingdom"
The Arch London,50 Great Cumberland Place Westminster Borough London W1H 7FD United Kingdom,9.1,51.5159214,-0.1598794,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Commodore Hotel,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,6.7,51.5124496,-0.1795215,London,United Kingdom,"50, Rutland Gate, Knightsbridge, London, Greater London, SW7 1PB, United Kingdom"
Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001 Paris France,8.3,48.866242,2.3373169,Paris,France,"50, Rue De Richelieu, Palais Royal, Paris, Paris, 75001, France"
Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France,9.1,48.8481917,2.3490316,Paris,France,"50, Rue Des Bernardins, Saint-Victor, Paris, Paris, 75005, France"
Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008 Paris France,8.1,48.8769204,2.3069132,Paris,France,"57, Rue De Courcelles, Paris, Paris, 75008, France"
The Westbourne Hyde Park,51 Gloucester Terrace Westminster Borough London W2 3DQ United Kingdom,8.9,51.5131074,-0.1778707,London,United Kingdom,"51-55, Gloucester Place, Marylebone, London, Greater London, W1U 8BB, United Kingdom"
